gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,mn_sat,tuition,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,length,numdat_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,amb5_2,you_call,them_cal,date_3,numdat_3,num_in_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3,id
0,11,1,10,9,6,6.0,3,7,249.0,0,0.32,0,33.0,6.0,22.0,22.0,15.0,15.0,5.0,21.0,6.0,7.0,6.0,5.0,5.0,5.0,6.0,4.0,2.0,34.0,Conservation biology,10.0,Columbia College,"1,430.00","26,908.00",2.0,6.0,6.0,"Born in Montana, raised in South Jersey (nr. Philadelphia)","8,028",,2.0,6.0,3.0,Conservation training and education,7.0,3.0,3.0,5.0,8.0,8.0,7.0,8.0,1.0,6.0,9.0,6.0,8.0,8.0,6.0,7.0,1.0,8.0,7.0,,10.0,25.0,20.0,20.0,5.0,20.0,20.0,15.0,15.0,15.0,20.0,15.0,20.0,20.0,15.0,20.0,10.0,15.0,7.0,9.0,7.0,9.0,4.0,7.0,10.0,8.0,7.0,7.0,6.0,8.0,8.0,6.0,8.0,5.0,6.0,7.0,0.0,1.0,10.0,20.0,20.0,20.0,10.0,20.0,7.0,9.0,9.0,7.0,4.0,7.0,1.0,1.0,,,,,,,10.0,20.0,20.0,20.0,10.0,20.0,15.0,15.0,15.0,15.0,25.0,15.0,25.0,20.0,15.0,20.0,10.0,10.0,8.0,9.0,8.0,7.0,4.0,7.0,9.0,8.0,6.0,6.0,0.0,0.0,0.0,0.0,,15.0,20.0,20.0,15.0,10.0,20.0,10.0,25.0,25.0,25.0,5.0,10.0,15.0,20.0,15.0,15.0,25.0,10.0,20.0,20.0,15.0,20.0,5.0,20.0,8.0,9.0,9.0,7.0,4.0,8.0,9.0,9.0,8.0,7.0,7034
1,16,2,12,14,2,2.0,11,11,303.0,0,0.58,1,33.0,2.0,20.0,25.0,25.0,10.0,15.0,5.0,5.0,6.0,8.0,5.0,8.0,5.0,5.0,6.0,2.0,27.0,Environmental Engineering,5.0,Princeton U.,"1,460.00","27,230.00",2.0,1.0,4.0,way too little space here. world citizen.,,,3.0,5.0,3.0,Academia or UN,2.0,8.0,2.0,2.0,8.0,8.0,8.0,8.0,2.0,8.0,7.0,1.0,8.0,9.0,7.0,7.0,2.0,2.0,5.0,,6.67,19.05,42.86,9.52,14.29,7.62,20.0,15.0,15.0,15.0,20.0,15.0,20.0,15.0,20.0,15.0,20.0,10.0,6.0,10.0,6.0,8.0,7.0,5.0,10.0,8.0,6.0,5.0,7.0,7.0,7.0,7.0,6.0,3.0,6.0,4.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6002
1,12,2,2,19,18,,16,12,32.0,0,-0.19,0,27.0,4.0,50.0,0.0,50.0,0.0,0.0,0.0,8.0,8.0,9.0,5.0,9.0,6.0,8.0,5.0,2.0,28.0,Finance,8.0,,,,2.0,6.0,6.0,Switzerland,"10,012",,2.0,6.0,3.0,banker / academia,7.0,9.0,7.0,3.0,6.0,8.0,6.0,6.0,7.0,6.0,6.0,7.0,6.0,7.0,6.0,6.0,6.0,3.0,7.0,7.0,25.0,15.0,25.0,15.0,0.0,20.0,,,,,,,20.0,20.0,20.0,10.0,10.0,20.0,7.0,8.0,6.0,8.0,7.0,,,,,,9.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,2.0,9.0,,,,,,,,,,,,7.0,3.0,3.0,,,,,,,25.0,25.0,0.0,25.0,0.0,25.0,,,,,,,,,,,,,7.0,8.0,8.0,6.0,7.0,,,,,,0.0,0.0,0.0,,,30.0,20.0,20.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,7.0,7.0,10.0,5.0,7.0,,,,,,7372
0,31,2,21,22,11,11.0,5,19,549.0,1,0.16,0,28.0,2.0,20.0,20.0,20.0,20.0,0.0,20.0,6.0,8.0,10.0,7.0,7.0,6.0,7.0,5.0,2.0,25.0,medicine,4.0,Columbia University,"1,430.00","26,908.00",4.0,9.0,6.0,Michigan,"48,306","72,412.00",2.0,7.0,4.0,physician/healthcare,4.0,4.0,1.0,7.0,9.0,8.0,8.0,6.0,3.0,8.0,7.0,7.0,8.0,8.0,5.0,5.0,7.0,5.0,6.0,,15.0,20.0,25.0,20.0,10.0,10.0,30.0,10.0,15.0,20.0,15.0,10.0,35.0,10.0,15.0,20.0,10.0,10.0,5.0,9.0,7.0,8.0,7.0,5.0,9.0,9.0,7.0,7.0,6.0,9.0,7.0,7.0,7.0,4.0,6.0,3.0,0.0,3.0,,,,,,,,,,,,8.0,3.0,3.0,20.0,25.0,25.0,15.0,10.0,5.0,20.0,20.0,20.0,15.0,15.0,10.0,25.0,15.0,15.0,20.0,10.0,15.0,25.0,15.0,15.0,20.0,10.0,15.0,6.0,10.0,8.0,8.0,8.0,5.0,9.0,8.0,7.0,8.0,2.0,3.0,1.0,1.0,1.0,15.0,15.0,20.0,15.0,20.0,15.0,20.0,20.0,20.0,15.0,15.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0,35.0,10.0,15.0,20.0,10.0,10.0,6.0,9.0,8.0,8.0,8.0,6.0,9.0,8.0,7.0,9.0,3505
1,8,2,14,20,11,11.0,1,11,351.0,1,0.04,0,35.0,4.0,15.0,15.0,30.0,15.0,15.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,2.0,27.0,MBA Finance,8.0,Florida International University,"1,110.00","10,450.00",3.0,6.0,2.0,Miami,"34,105",,3.0,4.0,2.0,Consulting,7.0,9.0,7.0,9.0,9.0,4.0,3.0,3.0,5.0,1.0,9.0,5.0,4.0,7.0,5.0,6.0,8.0,1.0,6.0,,25.0,25.0,25.0,15.0,10.0,0.0,20.0,10.0,20.0,10.0,20.0,20.0,25.0,10.0,25.0,20.0,15.0,5.0,8.0,8.0,8.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,7.0,9.0,7.0,0.0,5.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,25.0,25.0,15.0,25.0,5.0,5.0,20.0,10.0,25.0,15.0,15.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,8.0,9.0,10.0,9.0,9.0,8.0,8.0,9.0,8.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8068
1,4,2,9,20,17,3.0,15,11,204.0,0,0.48,0,26.0,2.0,19.61,15.69,17.65,15.69,17.65,13.73,7.0,7.0,9.0,8.0,8.0,6.0,8.0,2.0,1.0,26.0,MBA,8.0,,,,4.0,3.0,1.0,Baltimore,"21,093","53,501.00",1.0,4.0,1.0,Finance,7.0,8.0,6.0,9.0,9.0,6.0,4.0,2.0,7.0,6.0,9.0,5.0,2.0,9.0,2.0,7.0,9.0,2.0,7.0,,14.89,19.15,21.28,19.15,14.89,10.64,10.0,9.0,6.0,10.0,3.0,8.0,11.63,23.26,16.28,20.93,11.63,16.28,7.0,8.0,9.0,9.0,9.0,,,,,,6.0,7.0,7.0,7.0,6.0,6.0,5.0,7.0,1.0,,15.56,17.78,20.0,20.0,15.56,11.11,7.0,9.0,9.0,8.0,9.0,6.0,1.0,2.0,,,,,,,17.39,15.22,19.57,19.57,15.22,13.04,10.0,6.0,5.0,10.0,4.0,8.0,12.77,17.02,19.15,19.15,14.89,17.02,7.0,7.0,9.0,8.0,9.0,,,,,,3.0,0.0,0.0,,,14.58,14.58,18.75,18.75,18.75,14.58,,,,,,,9.0,7.0,6.0,9.0,4.0,8.0,6.0,7.0,8.0,9.0,8.0,,7.0,6.0,9.0,8.0,9.0,,,,,,7728
0,38,2,14,18,1,1.0,4,16,376.0,0,0.27,0,25.0,4.0,30.0,10.0,15.0,20.0,15.0,10.0,5.0,9.0,7.0,5.0,5.0,5.0,5.0,6.0,2.0,24.0,psychology,3.0,"Jesus and Mary College,Delhi",,,6.0,8.0,4.0,"New Delhi, India","110,060",,2.0,6.0,2.0,Clinical Psychologist,3.0,9.0,7.0,6.0,9.0,7.0,8.0,9.0,9.0,1.0,7.0,6.0,7.0,7.0,10.0,10.0,7.0,8.0,7.0,,20.0,30.0,10.0,10.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,30.0,10.0,10.0,20.0,10.0,20.0,8.0,10.0,8.0,8.0,8.0,8.0,10.0,9.0,8.0,9.0,5.0,6.0,7.0,5.0,7.0,4.0,5.0,5.0,0.0,3.0,,,,,,,,,,,,8.0,1.0,2.0,,,,,,,20.0,30.0,15.0,10.0,10.0,15.0,20.0,10.0,10.0,20.0,10.0,20.0,40.0,5.0,10.0,20.0,5.0,20.0,7.0,10.0,8.0,7.0,9.0,7.0,10.0,8.0,7.0,8.0,4.0,1.0,1.0,1.0,,20.0,30.0,10.0,10.0,10.0,20.0,20.0,30.0,10.0,10.0,10.0,20.0,30.0,30.0,10.0,10.0,10.0,10.0,30.0,10.0,10.0,20.0,10.0,20.0,7.0,9.0,8.0,7.0,8.0,8.0,9.0,7.0,7.0,8.0,5186
1,4,1,1,10,9,,5,3,3.0,0,-0.14,1,25.0,2.0,35.0,10.0,35.0,10.0,10.0,0.0,9.0,7.0,9.0,8.0,9.0,7.0,8.0,7.0,2.0,22.0,Law,1.0,,,,2.0,1.0,1.0,England,"14,850","29,237.00",1.0,1.0,1.0,Corporate Lawyer,1.0,9.0,7.0,9.0,8.0,7.0,6.0,3.0,3.0,5.0,6.0,6.0,4.0,7.0,7.0,9.0,5.0,5.0,7.0,20.0,60.0,0.0,0.0,40.0,0.0,0.0,,,,,,,25.0,15.0,25.0,20.0,15.0,0.0,9.0,9.0,9.0,10.0,9.0,,,,,,6.0,7.0,10.0,6.0,6.0,5.0,7.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,887
0,21,2,15,19,2,2.0,6,13,409.0,1,0.44,1,23.0,2.0,20.0,15.0,20.0,20.0,10.0,15.0,6.0,8.0,9.0,8.0,8.0,6.0,6.0,6.0,2.0,21.0,Law,1.0,Mary Baldwin College,"1,030.00","15,990.00",2.0,1.0,1.0,Florida and Virginia,"33,414","52,805.00",2.0,3.0,1.0,attorney?,1.0,7.0,8.0,5.0,8.0,7.0,7.0,10.0,2.0,1.0,10.0,7.0,8.0,8.0,10.0,10.0,7.0,8.0,7.0,,20.0,30.0,20.0,20.0,0.0,10.0,50.0,0.0,10.0,15.0,15.0,10.0,50.0,0.0,10.0,15.0,15.0,10.0,8.0,10.0,9.0,7.0,5.0,8.0,10.0,9.0,7.0,7.0,7.0,10.0,4.0,8.0,,9.0,8.0,7.0,2.0,7.0,10.0,50.0,10.0,15.0,0.0,15.0,9.0,10.0,9.0,10.0,7.0,7.0,1.0,2.0,20.0,40.0,10.0,20.0,0.0,10.0,10.0,50.0,15.0,15.0,0.0,10.0,25.0,5.0,15.0,25.0,15.0,15.0,40.0,0.0,10.0,30.0,0.0,20.0,8.0,10.0,8.0,10.0,6.0,8.0,10.0,8.0,10.0,6.0,0.0,3.0,0.0,,,10.0,50.0,20.0,20.0,0.0,0.0,30.0,40.0,10.0,20.0,0.0,0.0,60.0,10.0,10.0,10.0,0.0,10.0,60.0,10.0,5.0,15.0,0.0,10.0,8.0,10.0,8.0,10.0,6.0,8.0,8.0,7.0,8.0,4.0,730
0,7,1,1,10,6,,5,6,16.0,0,0.37,1,25.0,2.0,50.0,0.0,30.0,10.0,0.0,10.0,6.0,6.0,7.0,7.0,8.0,7.0,6.0,6.0,2.0,23.0,Law,1.0,,,,2.0,1.0,1.0,Texas,"77,096","37,754.00",1.0,5.0,1.0,lawyer/policy work,1.0,1.0,1.0,6.0,7.0,6.0,7.0,7.0,5.0,7.0,7.0,7.0,9.0,7.0,8.0,7.0,1.0,8.0,1.0,2.0,20.0,20.0,20.0,20.0,10.0,10.0,,,,,,,30.0,10.0,15.0,30.0,5.0,10.0,7.0,8.0,9.0,7.0,8.0,,,,,,5.0,10.0,8.0,4.0,8.0,2.0,4.0,3.0,2.0,2.0,,,,,,,,,,,,4.0,3.0,2.0,,,,,,,24.14,13.79,20.69,27.59,10.34,3.45,,,,,,,,,,,,,6.0,8.0,7.0,8.0,6.0,,,,,,0.0,0.0,0.0,,,20.0,20.0,20.0,20.0,0.0,20.0,,,,,,,,,,,,,,,,,,,6.0,5.0,6.0,8.0,5.0,,,,,,330
0,29,2,14,18,20,20.0,6,3,363.0,0,0.36,0,23.0,4.0,25.0,20.0,20.0,20.0,5.0,10.0,6.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,2.0,24.0,Clinical Psychology,3.0,University of Delaware,"1,160.00","14,380.00",2.0,10.0,2.0,NJ,"8,225",,1.0,4.0,3.0,Clinical Psychologist,3.0,9.0,1.0,7.0,8.0,7.0,7.0,7.0,1.0,9.0,9.0,2.0,9.0,9.0,9.0,9.0,9.0,2.0,7.0,,50.0,20.0,10.0,5.0,10.0,5.0,50.0,20.0,10.0,5.0,10.0,5.0,60.0,10.0,5.0,20.0,5.0,0.0,6.0,10.0,8.0,8.0,8.0,6.0,6.0,7.0,8.0,8.0,5.0,6.0,7.0,7.0,8.0,7.0,5.0,3.0,0.0,2.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,50.0,10.0,20.0,10.0,10.0,0.0,50.0,10.0,20.0,10.0,10.0,0.0,60.0,5.0,5.0,20.0,10.0,0.0,6.0,7.0,7.0,8.0,9.0,6.0,6.0,7.0,7.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6866
1,26,2,15,18,6,16.0,9,18,396.0,0,0.01,0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,7.0,9.0,9.0,7.0,7.0,4.0,7.0,5.0,2.0,23.0,biomedical engineering,5.0,ecole polytechnique,,,2.0,5.0,5.0,france,,,2.0,6.0,3.0,research - teaching,2.0,10.0,4.0,1.0,4.0,7.0,8.0,10.0,2.0,8.0,7.0,2.0,6.0,8.0,10.0,10.0,5.0,2.0,7.0,,20.0,15.0,20.0,20.0,10.0,15.0,30.0,10.0,20.0,20.0,10.0,10.0,15.0,15.0,20.0,20.0,15.0,15.0,7.0,9.0,8.0,9.0,8.0,7.0,9.0,9.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,6.0,2.0,,15.0,15.0,20.0,20.0,10.0,20.0,7.0,7.0,7.0,7.0,7.0,3.0,1.0,3.0,,,,,,,20.0,20.0,15.0,20.0,5.0,20.0,20.0,15.0,15.0,20.0,15.0,15.0,10.0,20.0,20.0,20.0,10.0,20.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2124
0,17,2,19,15,8,9.0,15,14,494.0,1,-0.06,0,30.0,2.0,25.0,25.0,25.0,25.0,0.0,0.0,7.0,7.0,7.0,9.0,8.0,6.0,8.0,5.0,2.0,30.0,biotechnology,10.0,washington university in st louis,,"26,377.00",1.0,1.0,1.0,alabama,"36,701","22,161.00",1.0,6.0,5.0,scientist,2.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,,15.0,20.0,10.0,30.0,5.0,20.0,10.0,10.0,10.0,10.0,50.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,6.0,5.0,9.0,9.0,0.0,6.0,10.0,10.0,6.0,10.0,5.0,8.0,9.0,9.0,7.0,10.0,5.0,7.0,3.0,3.0,15.0,40.0,10.0,10.0,20.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,40.0,10.0,20.0,10.0,10.0,10.0,60.0,10.0,10.0,5.0,5.0,5.0,9.0,9.0,9.0,10.0,6.0,9.0,9.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443
0,17,2,19,15,8,9.0,13,11,491.0,0,0.78,0,29.0,3.0,30.0,10.0,25.0,20.0,8.0,7.0,7.0,6.0,7.0,7.0,6.0,5.0,6.0,5.0,2.0,30.0,biotechnology,10.0,washington university in st louis,,"26,377.00",1.0,1.0,1.0,alabama,"36,701","22,161.00",1.0,6.0,5.0,scientist,2.0,10.0,2.0,10.0,10.0,7.0,7.0,9.0,2.0,9.0,8.0,1.0,4.0,3.0,7.0,10.0,6.0,9.0,9.0,,15.0,20.0,10.0,30.0,5.0,20.0,10.0,10.0,10.0,10.0,50.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,8.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,7.0,5.0,,,0.0,6.0,10.0,10.0,6.0,10.0,5.0,8.0,9.0,9.0,7.0,10.0,5.0,7.0,3.0,3.0,15.0,40.0,10.0,10.0,20.0,5.0,15.0,20.0,15.0,30.0,5.0,15.0,40.0,10.0,20.0,10.0,10.0,10.0,60.0,10.0,10.0,5.0,5.0,5.0,9.0,9.0,9.0,10.0,6.0,9.0,9.0,8.0,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5752
1,28,2,14,20,5,5.0,11,1,341.0,0,-0.15,1,23.0,4.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,10.0,9.0,8.0,8.0,6.0,8.0,8.0,2.0,30.0,BUSINESS CONSULTING,8.0,SOGANG UNIVERSITY(KOREA),,,4.0,6.0,6.0,SOUTH KOREA,"135,110",,2.0,4.0,2.0,CONSULTING,7.0,10.0,10.0,8.0,7.0,8.0,8.0,5.0,5.0,6.0,5.0,6.0,9.0,10.0,9.0,8.0,4.0,4.0,7.0,,50.0,10.0,10.0,10.0,5.0,15.0,35.0,20.0,20.0,10.0,5.0,10.0,60.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,6.0,7.0,7.0,7.0,7.0,6.0,6.0,6.0,7.0,6.0,6.0,5.0,5.0,5.0,6.0,5.0,0.0,2.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,60.0,10.0,5.0,10.0,10.0,5.0,60.0,10.0,10.0,5.0,10.0,5.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6502
1,16,1,1,10,1,,6,9,9.0,0,0.1,0,26.0,6.0,20.0,10.0,20.0,30.0,10.0,10.0,6.0,7.0,8.0,7.0,9.0,6.0,7.0,5.0,2.0,27.0,Business,8.0,,,,2.0,8.0,8.0,New York,"10,028","52,010.00",1.0,6.0,1.0,Financial Services,7.0,5.0,5.0,5.0,9.0,4.0,3.0,4.0,4.0,2.0,6.0,9.0,3.0,9.0,3.0,6.0,2.0,1.0,5.0,2.0,33.33,11.11,11.11,11.11,11.11,22.22,,,,,,,10.0,10.0,20.0,25.0,25.0,10.0,6.0,8.0,6.0,8.0,9.0,,,,,,7.0,7.0,7.0,7.0,6.0,5.0,7.0,5.0,2.0,2.0,,,,,,,,,,,,5.0,2.0,1.0,,,,,,,24.39,12.2,17.07,14.63,14.63,17.07,,,,,,,,,,,,,6.0,8.0,8.0,6.0,9.0,,,,,,1.0,0.0,0.0,,,35.0,10.0,15.0,15.0,15.0,10.0,,,,,,,,,,,,,,,,,,,6.0,7.0,8.0,6.0,9.0,,,,,,925
1,14,1,3,10,1,,7,10,65.0,0,0.45,0,23.0,6.0,17.0,17.0,17.0,17.0,17.0,15.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,5.0,2.0,22.0,Engineering,5.0,,,,2.0,8.0,1.0,"Boston, MA","2,021",,5.0,6.0,1.0,Engineer or iBanker or consultant,7.0,8.0,3.0,7.0,10.0,6.0,6.0,7.0,2.0,9.0,5.0,6.0,7.0,7.0,6.0,8.0,8.0,4.0,7.0,9.0,21.0,20.0,19.0,20.0,10.0,10.0,,,,,,,30.0,15.0,10.0,20.0,10.0,15.0,7.0,9.0,8.0,8.0,8.0,,,,,,5.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,2.0,1.0,,,,,,,,,,,,6.0,1.0,3.0,,,,,,,22.0,17.0,17.0,17.0,10.0,17.0,,,,,,,,,,,,,6.0,7.0,7.0,7.0,8.0,,,,,,0.0,0.0,0.0,,,20.0,20.0,15.0,20.0,10.0,15.0,,,,,,,,,,,,,,,,,,,6.0,8.0,8.0,7.0,8.0,,,,,,489
0,1,2,14,18,5,5.0,4,11,371.0,1,-0.23,0,27.0,2.0,40.0,0.0,10.0,50.0,0.0,0.0,8.0,7.0,7.0,7.0,4.0,5.0,8.0,10.0,2.0,23.0,Political Science,13.0,Barnard College,"1,330.00","24,036.00",4.0,3.0,10.0,New Jersey,"8,816",,1.0,6.0,1.0,undecided,10.0,1.0,2.0,1.0,10.0,9.0,9.0,8.0,1.0,6.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,5.0,,20.0,20.0,20.0,20.0,20.0,0.0,20.0,10.0,20.0,20.0,0.0,40.0,60.0,10.0,10.0,15.0,0.0,5.0,7.0,9.0,9.0,7.0,9.0,7.0,7.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,3.0,0.0,10.0,,,,,,,,,,,,6.0,3.0,2.0,,,,,,,30.0,20.0,10.0,10.0,20.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1946
1,18,1,1,10,5,,6,7,7.0,1,-0.34,0,22.0,4.0,15.0,15.0,25.0,20.0,15.0,10.0,6.0,6.0,8.0,8.0,8.0,6.0,6.0,6.0,2.0,28.0,money,8.0,,,,2.0,1.0,1.0,california,"2,467",,4.0,1.0,1.0,ceo,7.0,10.0,10.0,10.0,10.0,5.0,5.0,6.0,7.0,9.0,8.0,1.0,1.0,7.0,7.0,7.0,7.0,10.0,10.0,20.0,50.0,0.0,25.0,10.0,0.0,15.0,,,,,,,40.0,15.0,20.0,10.0,10.0,5.0,10.0,6.0,10.0,10.0,10.0,,,,,,9.0,7.0,9.0,9.0,9.0,10.0,9.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258
0,9,2,15,19,8,8.0,4,11,407.0,0,0.51,1,24.0,2.0,30.0,15.0,15.0,15.0,15.0,10.0,6.0,8.0,8.0,7.0,6.0,4.0,6.0,7.0,2.0,27.0,Higher Ed. - M.A.,9.0,Smith College,"1,260.00","24,742.00",2.0,10.0,5.0,Massachusetts,"1,040",,3.0,6.0,2.0,Director of Admissions,7.0,9.0,7.0,9.0,9.0,8.0,8.0,5.0,1.0,5.0,6.0,9.0,4.0,9.0,8.0,7.0,7.0,4.0,4.0,,25.0,20.0,10.0,20.0,15.0,10.0,50.0,5.0,5.0,20.0,10.0,10.0,75.0,1.0,2.0,20.0,1.0,1.0,7.0,9.0,7.0,6.0,6.0,8.0,9.0,8.0,9.0,9.0,5.0,6.0,6.0,5.0,,,6.0,4.0,2.0,2.0,30.0,20.0,20.0,10.0,10.0,10.0,8.0,10.0,5.0,6.0,4.0,8.0,3.0,3.0,25.0,15.0,20.0,15.0,20.0,5.0,25.0,15.0,20.0,15.0,15.0,10.0,25.0,20.0,20.0,15.0,10.0,10.0,60.0,5.0,5.0,20.0,5.0,5.0,6.0,8.0,5.0,7.0,6.0,7.0,7.0,6.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,25.0,15.0,15.0,15.0,15.0,15.0,20.0,25.0,25.0,10.0,15.0,5.0,25.0,5.0,10.0,30.0,10.0,5.0,40.0,5.0,10.0,30.0,10.0,5.0,7.0,8.0,5.0,6.0,4.0,7.0,8.0,6.0,7.0,5.0,6410
0,33,2,2,16,11,,3,12,51.0,0,-0.47,1,23.0,2.0,25.0,10.0,35.0,15.0,0.0,15.0,2.0,9.0,9.0,3.0,7.0,7.0,7.0,8.0,1.0,27.0,Organizational Psychology,3.0,,,,2.0,5.0,8.0,"Cincinnati, OH","45,213","30,038.00",2.0,6.0,2.0,Organizational Change Consultant,7.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,7.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,,,,,,,30.0,10.0,15.0,20.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,,,,,,7.0,4.0,7.0,7.0,6.0,8.0,6.0,2.0,1.0,6.0,,,,,,,,,,,,6.0,1.0,2.0,,,,,,,20.0,10.0,20.0,25.0,10.0,15.0,,,,,,,,,,,,,6.0,6.0,9.0,6.0,4.0,,,,,,0.0,0.0,0.0,,,20.0,10.0,25.0,20.0,10.0,15.0,,,,,,,,,,,,,,,,,,,5.0,6.0,9.0,6.0,4.0,,,,,,1939
